title,question,answer,lang_type,link
Policy på norsk?,"Har Språkrådet en policy for ordet policy på norsk? Som varamann til kommunestyret blir jeg rett som det er invitert til presentasjon av strategidokumenter og lignende. Kommunens øverste ledelse bruker stadig vekk ordet policy. « Fundament for policyområdene, kvalitetspolicyen, miljøpolicyen, informasjonspolicyen » osv. Det er ikke alle som forstår helt hva det betyr. Ledelsen hevder likevel at det ikke finnes noe alternativ.","Policy står i ordboka, så det er ikke galt å bruke det, men vi anbefaler å bruke andre ord når de fungerer greit. Det er i alle fall en «policy» Språkrådet selv følger. For eksempel kaller vi språkpolicy enten språklige retningslinjer eller språkpolitikk. Politikk er på norsk mer enn partipolitikk. Det kan brukes om nesten all slags prinsippbasert holdning eller framgangsmåte overfor omverdenen. En kan godt ha f.eks. innkjøpspolitikk, kundepolitikk, miljøpolitikk og tilsynspolitikk. Allerede Ibsen skrev om «vort danske theaters politik i de sidste tyve aar» (se Norsk Riksmålsordbok under oppslagsordet politikk, betydning 3: ‘fremgangsmåte, vei man slår inn på, griper til, benytter sig av for å fremme sine formål i det borgerlige ell. private liv’). En fast holdning kan også kalles en linje eller kurs, og grunnlaget kan være en filosofi (f.eks. bedriftsfilosofi). På kort sikt kan vi ha taktikk. Ellers har vi jo prinsipper, planer og ikke minst retningslinjer. Et eksempel kan være retningslinjer for personvern (jf. privacy policy), men her er faktisk personvernpolitikk i full bruk. (En slik politikk er ofte utformet som en personvernerklæring eller personvernfråsegn.) Det kan for øvrig være forvirrende både for publikum og de ansatte når en virksomhet opererer med både retningslinjer, policy og strategi pluss ymse andre planer. Send oss gjerne opplysninger om bruken av og samspillet mellom disse begrepene. Det er flere lesere som sender oss opplysninger om skillet mellom politics, policy og andre beslektede ord i engelsk. Det er selvsagt ikke helt irrelevant, men forholdene i andre språk er ikke fasiten. Når et ord lånes, er det sjelden med nøyaktig samme betydningsomfang som i kildespråket. Ordet (begrepet) blir formet av de mer eller mindre reelle behovene i målspråket, og av omgivelsene der. Her er et utklipp fra Oxford Dictionary of English som viser hvordan ordet har blitt formet i kildespråket, den gangen det var målspråk. Vi ser også at det første eksempelet klart svarer til norsk politikk (regjeringens politikk): policy […] a course or principle of action adopted or proposed by an organization or individual: the government's controversial economic policies [mass noun] it is not company policy to dispense with our older workers. archaic: prudent or expedient conduct or action – origin late Middle English: from Old French policie ‘civil administration’, via Latin from Greek politeia ‘citizenship’, from politēs ‘citizen’, from polis ‘city’.",nob,https://sprakradet.no/spraksporsmal-og-svar/policy-pa-norsk/
Derimot – tvilsom bruk av ordet,"Jeg lurer på om ordet derimot er brukt på riktig måte her: 1) De dro for å filme videoer av undervannsstunt til TikTok og YouTube. Det gikk derimot ikke helt som forventet. 2) NN har lang erfaring som øre-nese-halsspesialist. Han har derimot aldri vært borti pasienter med hvitløkfedd sittende fast i nesen. 3) Jeg har hørt mangt om mye, men ørene har derimot ikke falt av.","Nei, her skapes det falske motsetninger i teksten. I eksempel 1 kunne ordet bare vært sløyfet, i eksempel 2 kunne men vært brukt i stedet, og i eksempel 3 kunne det stått likevel, ennå eller begge deler. Det som kommer etter «derimot», må stå i rak motsetning til noe som står foran «derimot» (tidligere i setningen eller i forrige setning). Nærmere om 1: Det finnes en slags motsetning mellom det å dra for å gjøre noe og at det ikke gikk som ventet, men det er ikke en tydelig derimot-motsetning. Uventede konsekvenser står jo ikke i motsetning til årsaken (handlingen å dra), men til forventningen, og den er ikke nevnt i setningen foran. Om 2: Det er ingen motsetning mellom det å ha lang erfaring og det å ha vært borti et spesielt tilfelle, snarere tvert imot. Skal den andre setningen i eksempel 2 stemme, må den første f.eks. handle om hva NN faktisk har vært borti. Om 3: Vi har riktignok et munnhell som lyder slik: «Man skal høre mye før ørene faller av» – men det står jo ikke i første del av setningen at «jeg» har hørt så mye at ørene faktisk burde ha falt av. Det står heller ikke noe om ører eller om det å falle av. Det er altså ingenting som står i en derimot-motsetning til ører som ikke faller av. I alle eksemplene mangler en direkte motsats foran «derimot». I noen av eksemplene kan man nok tenke seg en motsetning, men det er altså ikke nok. Den må være eksplisitt formulert. Motsetningskoplinger Derimot er en tekstbinder, nærmere bestemt et ord som kopler sammen motsetninger (antiteser). På fagspråket kalles slike ord adversativkoplinger (motsetningskoplinger). Derimot og tvert imot binder sammen tydelig formulerte motsetninger. Når motsetningsforholdet er av et mer ullent slag, bruker vi andre ord, som det enkle og greie men og det litt stive imidlertid. Bruken av imidlertid (i skrift) har lenge vært minkende. Ordet kan ofte med fordel sløyfes eller skiftes ut med men, og noen ganger kan det skiftes ut med derimot. Men derimot bør ikke brukes som standardavløser for imidlertid. Eksempler på riktig bruk I ytringer med derimot finner vi ofte en nektelse uttrykt med adverbet ikke. Nedenfor er noen eksempler med innledende nektelse. Vi tar med tilsvarende formuleringer med men og imidlertid. Jeg er ikke sur. Jeg er derimot sint! / Derimot er jeg sint! Jeg er ikke sur, men jeg er sint! Jeg er ikke sur, imidlertid er jeg (ganske) sint! Jeg har ikke hørt mye om Ole. Kari, derimot, har jeg hørt mye om. / Derimot har jeg hørt mye om Kari. / Kari har jeg derimot hørt mye om. Jeg har ikke hørt mye om Ole, men jeg har (derimot) hørt mye om Kari. Jeg har ikke hørt mye om Ole. Jeg har imidlertid hørt mye (rart) om Kari. Det er egentlig ingen grunn til å bruke imidlertid der derimot eller men fungerer bra, som her. Her er et eksempel på at to verb kan settes i motsetning til hverandre: Jeg har ikke sett mye til Kari i det siste. Derimot har jeg hørt mye om hva hun har drevet med. Nedenfor kommer motsatsen/nektelsen til høyre i form av et slags antonym, altså det motsatte av et synonym. (En vriompeis er jo per definisjon ugrei.) Som vi også har sett ovenfor, kan derimot plasseres flere steder i ytringen: 1) Kari er grei. Ola, derimot, er litt av en vriompeis. 2) Kari er grei. Ola er derimot litt av en vriompeis. 3) Kari er grei. Derimot er Ola litt av en vriompeis. Alternativ 1 er mest logisk tilfredsstillende (her settes Ola ganske enkelt i motsetning til Kari), men få vil reagere på alternativ 2. Alternativ 3 er mer tvilsomt i skrift, men uttalt med trykk på Ola fungerer det greit.",nob,https://sprakradet.no/spraksporsmal-og-svar/derimot-tvilsom-bruk-av-ordet/
Pavens skjegg,"Eg veit at å stridast om pavens skjegg tyder å trette om bagatellar. Er det fordi paven ikkje har skjegg, slik at det ikkje er noko å trette om?","Kanskje, eller så er det fordi det er uråd å avgjere om paven har skjegg. For ikkje å bli råka av munnhellet nøyer vi oss med å gje att Ordbog over det danske Sprog: strides om kejserens ell. (nu l. br.) pavens […] ell. (nu næppe br.) bispens […] skæg (ty. um des kaisers bart streiten; maaske egl.: strides, om Karl den store ell. en anden for længst afdød kejser ell. pave havde skæg ell. ej (ell. om farven paa vedk.s skæg), jf. Arlaud.563; sml. udtr. af lignende art som fr. disputer de la chape de l’évêque, ty. um des Moses grab streiten, lat. de lana caprina rixari og gr. perì ónū skiâs (máchesthai)) strides om ting, forhold, der ikke lader sig afgøre ell. er uvæsentlige, ligegyldige I Danmark snakkar ein heller om keisarens skjegg, som i tysk. Men svenskane trettar gjerne om påvens skägg. Pavane skal forresten ha hatt skjegg mellom 1527 og 1700.",nob,https://sprakradet.no/spraksporsmal-og-svar/pavens-skjegg/
De eller dem som?,Er det riktig å skrive «de» eller «dem» i setninger som den nedenfor? «Konferansen er for de/dem som ønsker å komme.»,"I «Konferansen er for dem» (uten noe mer) skal det være objektsform, altså dem. Men når det kommer et som etter, må både de og dem godtas. Vi tilrår dem. Objektsformen dem har vært foretrukket i skrift der «de(m) som …» står som objekt eller som styring til preposisjon. Eksempler: Gi klærne til dem som trenger dem! (Styring til preposisjonen til) Kast dem som du har slitt ut! (Objekt for verbet kaste) Merk at som kan være sløyfet og underforstått uten at det har noe å si for valget av de eller dem. Altså: «Kast dem du …». Ubøyelig «de som»? For mange er nok «de som» en ubøyelig frase. Det er ikke så rart, for i de aller fleste dialektene heter jo de og dem enten bare d(e)i eller bare dem (e.l.) uavhengig av sammenhengen. Unntak fra «dem som» Det finnes flere unntak fra hovedregelen. For eksempel er det vanligst å skrive … for de av dem som … Her er det skutt inn en preposisjonsfrase mellom de og som. Subjektsformen de er også litt vanligere der ordet viser til det samme som subjektet i som-setningen: Kast de(m) som er utslitt! Jamfør: De (subjekt) er utslitt. Omtrent de samme rådene finner du under Språkhjelp på nettsidene våre. Her står det også om typen «Det var de(m) som …». Eksempler på preposisjon + «dem» Til slutt ramser vi opp flere eksempler med preposisjon slik at de som søker etter emnet, finner artikkelen: av dem som, blant dem som, for dem som, fra dem som, med dem som, til dem som",nob,https://sprakradet.no/spraksporsmal-og-svar/de-eller-dem-som/
"Prosjektør, prosjektor eller projektor – og uttalen","Heter det prosjektør, projektør, prosjektor eller projektor? Skal j-ene uttales rett fram eller med sj-lyd?","Dette var rettskrivningssituasjonen før: projektor ‘lyskaster’ eller ‘apparat til å vise lysbilder eller film på et lerret eller lignende’ prosjektør ‘lyskaster’ eller ‘apparat til å vise lysbilder eller film på et lerret eller lignende’ I 2021 ble det innført to nye ting: et betydningsskille mellom prosjektør og projektor + en helt ny variant: prosjektor, basert på den engelsk-norske uttalen av projector. Flere tiårs markedsføring av slikt utstyr til kontor- og hjemmebruk hadde påvirket norsk talemål, og kravet om en ny skrivemåte hadde vokst. Her er stoda i dag: projektor ‘apparat til å vise lysbilder eller film på et lerret eller lignende’ prosjektor ‘apparat til å vise lysbilder eller film på et lerret eller lignende’ prosjektør ‘lyskaster’ Uttalen Generelt er bokstavrett uttale av nyere importord anbefalt. Det tilsier at projektor og prosjektor bør uttales som de skrives. Det er ingen grunn til å uttale projektor med engelskinspirert sj-lyd når denne uttalevarianten har fått sin egen skrivemåte. Hvorfor proj- før? Grunnen til at vi lenge skrev projektor uten sj, er at ordet henger nær sammen med projisere og projeksjon, som både skrives og uttales med j-lyd. Opphavet er latin projicere ‘å kaste fram’ (av pro + jacere ‘å kaste). De beslektede ordene prosjekt og prosjektil har vi skrevet med - sj- siden 1938. De som legger vekt på sammenhengen med projisere og projeksjon, kan godt fortsette med å skrive projektor. Hva med prosjektør? Varianten prosjektør er en fornorsking av fransk projecteur. Før 1984 ble det skrevet projektør (men vanligvis uttalt med sj). Det ble i 1984 gjort et vedtak om ikke å skille mellom betydningene av prosjektør og projektor. I Bokmålsordboka ble både projektor og prosjektør forklart med ‘lyskaster’ og ‘projeksjonsapparat’, det vil si et apparat til å vise fram tekst, lysbilder og videoer med (‘skriftprojektor’ og ‘videoprojektor’). Likevel var det en forskjell: Prosjektør ble brukt mest i betydningen ‘lyskaster’, mens projektor (nå altså også prosjektor) ble brukt mest i de andre betydningene, altså om framvisningsapparater. Fra og med 2021 har prosjektør bare hatt betydningen ‘lyskaster’ i rettskrivningsordbøkene. Boksøk (nb.no) Her er resultatet av et søk i et utvalg kilder ved nb.no. Avissøk gir et litt annet bilde, det samme gjør søk i hele tekstmassen. Men dette er illustrerende nok. Før 2000 er det oftere lyskaster-betydningen som ligger under p-ordene. Når projektor skyter i været, er det i stor grad med uttalen /prosjektor/.",nob,https://sprakradet.no/spraksporsmal-og-svar/prosjektor-prosjektor-eller-projektor-og-uttalen/
Radarpar,Kva er bakgrunnen for ordet radarpar?,"Midt i sekstiåra vart dette ordet teke i bruk i svensk sportsjournalistikk for å karakterisere to personar som er svært samkøyrde. Seinare har det òg vore mykje brukt om tilsvarande par i underhaldningsbransjen. Norsk ordbok med 1000 illustrasjoner forklarer det slik: radarpar (fam.) to spillere som opererer svært godt sammen (eg. som om de ble dirigert av radar) // to personer som (samarbeider godt og) gjør seg bemerket som ‘parhester’ Tanken er altså at to personar så å seie er radarstyrte. Dette er ikkje heilt sjølvforklarande, for det seier ikkje noko om par-aspektet. Ein kunne jo tenkt seg at det handla om det fenomenet at to ting som er veldig nære kvarandre, syner seg som eitt ekko på radarskjermen, men det er ikkje noko som peikar mot at det er opphavet. I svenske ordbøker er ordet derimot forklart med at personane kommuniserer slik at andre ikkje ser eller høyrer det – telepatisk – som om dei nytta radarsignal. I bladet Språknytt 1/1976 er det lagt vekt på at ein radar er eit peileinstrument, og eit radarpar er såleis ‘to personar som lett peiler hverandre inn, som har lett for å spille sammen’.",nob,https://sprakradet.no/spraksporsmal-og-svar/radarpar/
"For en tid siden, en tid tilbake","Stadig oftere hører jeg at folk sier «for en tid tilbake», «for en uke tilbake», «for noen år tilbake». Kommer det av engelsk «some time back»? Og er «for en tid siden » blitt avleggs?","«For noen år tilbake» er en variant noen gjerne bruker for å gi talen eller teksten en mer formell eller høytidelig tone. Det skulle ikke være nødvendig. «For noen år siden» og liknende uttrykk med siden har i flere hundre år vært det naturlige førstevalget i norsk tekst og tale, og det er like godt som før. Vi anbefaler det. Det er ingen grunn til å tro at for eksempel «for så og så mange år tilbake» har rot i engelsk, til det er denne uttrykksmåten for gammel i norsk og tidligere dansk-norsk (i alle fall varianten med «for»), men den motepregede spredningen i dag har støtte i engelsk. Det er mange som reagerer på «for noen år tilbake» og lignende fordi de mener at det er en nyere sammenblanding av «noen år tilbake» + « for noen år siden». Men akkurat det er tvilsomt. I riktig gamle dager het det noe helt annet, nemlig «for noen år» og «noen år siden» (her direkte oversatt til moderne norsk). Altså: to uttrykk som er snauere enn noen av dem vi bruker i dag. Det finnes uttrykk med verb + tidsuttrykk + tilbake som er helt uproblematiske, for eksempel å gå eller å tenke seg så og så mange år tilbake.",nob,https://sprakradet.no/spraksporsmal-og-svar/for-en-tid-siden-en-tid-tilbake/
Inntrykket er at,Hvorfor har folk begynt å si «mitt inntrykk er at» og «vårt inntrykk er at» i stedet for «jeg/vi har inntrykk av at»? Å få et inntrykk er i utgangspunktet noe ganske passivt – er dette en måte å gjøre det enda mer passivt og uforpliktende på?,"Vi vet jo ikke helt hva folk tenker, men objektivt sett blir det unektelig mer passivt og indirekte på denne måten. Muligens føles det også mindre forpliktende. Merk at vi også har tradisjonelle objektivt klingende formuleringer fra før, som «det ser ut til at», eller i stivere form: «det synes som om» og «det later til at». «Mitt inntrykk er» er mer personlig, men ikke så personlig som «jeg forstår det slik» eller «jeg tror». Vi kan se det som en substantivering av uttrykket, slik: jeg har inntrykk av at > mitt inntrykk er at Vi har da en parallell og mulig mal i jeg mener at > min mening/oppfatning er at jeg synes at > mitt syn er at Men her blir det tydeligere mer substantivisk og stivt med omskrivning. «Mitt inntrykk er at» er en gammel uttrykksmåte, det er ikke noe folk har begynt å si nå. Men du har nok rett i at uttrykket sprer seg eller styrker stillingen sin i forhold til beslektede uttrykk. Et søk i skriftlige kilder hos Nasjonalbiblioteket viser at forekomsten er mangedoblet i etterkrigstida, mens andelen «inntrykk av at» har gått ned. I nyere tid har vi forresten fått beslektede fraser som håpet er at, ønsket er at, frykten er at og bekymringen er at (for jeg/vi håper osv.). Her er påvirkningen fra engelsk tydelig. Det er i alle fall vårt bestemte inntrykk.",nob,https://sprakradet.no/spraksporsmal-og-svar/inntrykket-er-at/
Fair play-skrivemåte,"Jeg vasker et manus og lurer på skrivemåten av begrepet/termen FAIR PLAY. Skal det skrives fair play, Fair play eller Fair Play? Hva med sammensetninger, som FAIR PLAY + koordinator? Fotballforbundet bruker ordet både som navn på en verdi og et virkemiddel, som kampanjenavn og generelt om begrepet ærlig spill. NFF liker store bokstaver, mens jeg heller til små i denne sammenhengen.","Under oppslagsordet fair i Tanums store rettskrivningsordbok finner en fair play, skrevet på denne måten. Dette er den riktige skrivemåten på norsk (det spiller ingen rolle at det er lånt fra engelsk). Regelen er at stor forbokstav brukes i egennavn (navn) og i ord som innleder en ny setning etter punktum. Fair play er i utgangspunktet ikke noe egennavn og skal derfor skrives med små forbokstaver. At man legger vekt på én side av fenomenet (f.eks. verdi, norm, virkemiddel) eller i det hele tatt tillegger begrepet stor verdi, har ingenting å si i denne sammenhengen. Kampanjer kan ha et navn (egennavn). Hvis Fair play helt reelt er navnet på en kampanje, kan det være riktig med stor F, men bare i de tilfellene der man sikter helt spesifikt til kampanjen Fair play. Alltid ellers er fair play rett skrivemåte. Satt på spissen: «Med vår kampanje Fair play ønsker vi å fremme fair play.» I sammensetninger må det brukes bindestrek, for eksempel: fair play-normer. (I framtida kan vi få fairplaynormer, hvis ordet blir veldig vanlig og uttales i ett med hovedtrykk på første stavelse.)",nob,https://sprakradet.no/spraksporsmal-og-svar/fair-play-skrivemate/
Utenlands- eller utlands-?,"Vi har en avdeling som tar seg av saker i utlandet, men merk at selve avdelingen ligger i Norge. Vi er usikre på om vi bør kalle den utlandsavdelingen eller utenlandsavdelingen.","Dere bør velge utenlands- i alle sammensetninger. Riktignok kan utenlandsavdelingen tolkes på to måter (i utlandet og for utlandet), men det finnes ikke noe etablert skille mellom utlands- og utenlands- i den retningen. I ordbøkene finnes det mange sammensetninger med utenlands-, blant annet utenlandsopphold, utenlandskorrespondent, utenlandsferd og utenlandsreise. Det er bare å holde seg til det mønsteret. På utenlandsområdet skiller norsk seg fra svensk og nyere dansk, som har for eksempel utlandsresa og udlandsrejse. Vi legger til flere eksempler: utenlandsbetaling, utenlandsenhet, utenlandsforbindelser, utenlandsforhold, utenlandssaker, utenlandssamtale, utenlandstjeneste, utenlandstrafikk.",nob,https://sprakradet.no/spraksporsmal-og-svar/utenlands-eller-utlands/
Skjenkebevilgning eller skjenkebevilling?,Heter det skjenkebevilgning eller skjenkebevilling?,"Svaret er skjenkebevilling, som er det samme som skjenkeløyve (nynorsk også skjenkjeløyve). bevilling = å gi lov/løyve/tillatelse bevilgning = å gi (bevilge) pen g er På nynorsk heter bevilling løyve og bevilgning løyving (man løyver penger). På nynorsk kan løyve brukes om alle slags tillatelser, særlig tillatelser fra det offentlige. På bokmål brukes ordet i praksis bare om visse typer (som drosjeløyve). Huskeregel: I bevil g- og pen g er finner vi en g! I bevi ll - og ti ll atelse har vi dobbelt l. På nettsidene våre finner du flere eksempler på ord som er til forveksling like.",nno,https://sprakradet.no/spraksporsmal-og-svar/skjenkebevilgning-eller-skjenkebevilling/
Fleire hjelpemiddel og lækjemiddel,På mange statlege nettsider kan ein lese om lækjemidlar og hjelpemidlar. Det må vel vere gale?,"Ja, det er gale. Det rette er fleire hjelpemiddel og fleire lækjemiddel. Inkjekjønnsordet middel heiter middel i fleirtal: eit middel – fleire middel, nett som eit hus – fleire hus. Vi får: eit hjelpemiddel – hjelpemiddelet – fleire hjelpemiddel – alle hjelpemidla eit lækjemiddel – lækjemiddelet – fleire lækjemiddel – alle lækjemidla Ord som (eit) middel ikkje må forvekslast med Det finst to hankjønnsord som minner om inkjekjønnsordet middel. Det eine er (ein) midel ‘kapital, formue’. I fleirtal tyder det ‘pengar’. Rett nok kan midlar (pengar) vere nyttige middel, men ein må ikkje blande saman orda. Det andre er middel ‘gjennomsnitt; middeltal’, som sjeldan blir bøygt med artiklar. Det er det ordet vi har i den gamle genitiven middels. Før heitte det helst medel og medels i nynorsk.",nno,https://sprakradet.no/spraksporsmal-og-svar/fleire-hjelpemiddel-og-laekjemiddel/
Internett eller internett?,Må det være stor forbokstav i Internett? Og hvorfor skal det være to t -er? Er det i det hele tatt tillatt å fornorske egennavn?,"Internett er navnet på et internasjonalt datanett som det bare er ett eksemplar av. Derfor har det hatt stor forbokstav i rettskrivinga: Internett (sjeldnere Internettet). Mange tenker likevel på Internett som et medium på linje med radio, film osv. Derfor åpnet Språkrådet i 2015 for å skrive navnet med liten forbokstav: internett(et). Kortvarianten nettet, som i «å være på nettet», har vi skrevet med liten n hele tida. En grundig artikkel om skrivemåten finner du i Språknytt 2/2008. Tidlig i 1990-åra var det lettere å se at Internett var navnet på et visst datanett. Den gangen var f.eks. BITNET og FidoNet synlige alternativ til Internett. Internett med -tt er det norske navnet Det skal være to t-er til slutt i navnet fordi ordet nett skrives slik på norsk. Ingen juridisk person eier Internett. Dermed kan heller ikke noen person eller organisasjon gjøre krav på internasjonal råderett over navnet, og norske myndigheter kan fastsette en norsk skrivemåte. Sammensetninger med Internett Merk at sammensetninger som skrives i ett, skal ha liten i, uansett hvordan man skriver navnet ellers. Skriver man navnet med stor forbokstav, beholder man den store forbokstaven bare hvis man bruker bindestrek, altså: internettentusiast eller Internett-entusiast. Skriver man navnet med liten forbokstav, bruker man selvsagt bare liten forbokstav i sammensetningene.",nob,https://sprakradet.no/spraksporsmal-og-svar/internett-eller-internett/
Onboarding,"Vi er i gang med implementering av en ny prosess for å sikre en helhetlig mottakelse av alle nyansatte, også med sikte på å gi best mulig støtte til lederne våre. En slik prosess omtales som onboarding, men vi vil gjerne finne et godt norsk ord for dette.","Et slikt opplegg kan kalles introduksjonsprogram (for nyansatte). I ntroduksjonsprogram har blitt brukt i over seksti år i denne betydningen. Det står i Økonomisk engelsk-norsk ordbok (Kunnskapsforlaget). Det verbale uttrykket som tilsvarer onboarding, er å gå/stige om bord. Hvis man vil bruke skipsmetaforer, kan man saktens kalle programmet «Velkommen om bord» eller lignende i stedet for «Velkommen til oss». Merk at * ombordprogram ikke er en heldig konstruksjon på norsk. Ombordstigningsprogram er bedre, men unektelig langt. Påmønstring (påmønstringsprogram) er den mest treffende metaforen (å mønstre på = å ta hyre, å gå om bord). Ellers kan startpakke og mange andre ord fungere når sammenhengen (opplegg for nyansatte) er kjent. Kanskje dere kan ta kontakt med HR Norge for å diskutere alternativer til onboarding.",nob,https://sprakradet.no/spraksporsmal-og-svar/onboarding/
Marka eller marka?,"Kan marka regnes som egennavn på skogen rundt Oslo? I lokalavisa jeg arbeider i, skriver vi stadig om marka i forbindelse med ny lov, hyttebygging etc. Miljøverndepartementet bruker stor og liten m om hverandre i saker om marka (Oslomarka). Hva er riktig?","Oslo er ikke alene om å ha ei eller flere marker omkring seg, altså utmarksområder med skog. Dere bør velge mellom marka og Oslo-marka. Avgrensede områder som Nordmarka og Østmarka har stor forbokstav. Viser man til all marka rundt Oslo, kan man også skrive Oslo-marka på linje med f.eks. Oslo-skogen. Det heter riktignok Oslomarka i lovverket (se nedenfor), men siden Oslo-marka består av flere atskilte områder (i motsetning til f.eks. Oslofjorden), er det best med bindestrek, som i verket Oslo-Marka. I boka Markaboka (der marka konsekvent skrives med liten m), kalles områdene også oslomarkene. Kort sagt: Når det gjelder forbokstaver, er tur i m arka (Oslo-marka) på linje med tur på f jorden (Oslofjorden). Flere marker, akkurat som flere fjell og flere skoger Mange kjenner nok marka bare som navn på den ene marka rundt byen de bor i; de mangler ordet mark i det vanlige ordforrådet sitt. Sammensetninger med marka- vitner om nettopp dette. Ord som markatur og markatraver uttales gjerne med tonem 1 i marka- (jf. Kina i Kina-kjenner). Marka- er her bestemt form entall, på linje med skogen. Hvis oslofolk hadde regnet marka som et vanlig ord, ville det i stedet hett enten marktraver, marketraver eller markatraver med tonem 2 i marka- (som i bønner, ikke bønder). Markatraver med tonem 2 ville vært på linje med ferdamann, Strandavatnet, Markabygda osv. Ferda-, Stranda- og Marka- er ikke bestemt form entall, men en sammensetningsform som har rot i gammel genitiv. A-en fungerer her som s-en i skogs-. Det er en helt annen a enn a-en i bestemt form entall. Sett nå at marka hadde hett skogen, og at ordet skog ikke var så godt kjent lenger. Oslo-skogen ville da omfattet Nordskogen, Sørskogen osv. Mange oslofolk ville likt å kalle skogen(e) sin(e) Skogen med stor S. Hvis de ikke kjente til andre skoger, ville de kanskje ha insistert på nettopp det. Vi ville snart fått skogentur og skogentravere i stedet for skogstur og skogstravere. Den administrative komplikasjonen Oslo kommune opererer med Marka som en administrativ enhet (en fellesbetegnelse på det som ligger utenfor bydelsområdene). Slik sett kan det argumenteres for at Marka er et navn, i alle fall et administrativt navn, om ikke noe egentlig stedsnavn. I lov 5. juni 2009 nr. 35 om naturområder i Oslo og nærliggende kommuner (markaloven) er begrepet «Marka» legaldefinert i § 2 og i det tilhørende kartet. Det er tale om et område som strekker seg over mange fylker og kommuner. Marka etter denne definisjonen skiller seg fra Oslo kommunes administrative bydel Marka, som (naturlig nok) bare omfatter områder innenfor Oslo kommune (inkludert bebodde områder i Maridalen og Sørkedalen som ikke ligger innenfor Marka etter loven). Ikke noe av disse to marka-begrepene sammenfaller helt med «marka» i vanlig dagligtale. Til sammenligning har Oslo kommune også en administrativ bydel som går under betegnelsen «Sentrum». Det administrative området «Sentrum» omfatter den innerste delen av bykjernen i Oslo og er trolig et mindre område enn det de fleste til vanlig vil legge i begrepet «(Oslo) sentrum», som bør skrives med liten forbokstav. Selv om man måtte være nødt til å operere med de administrative navnene i arbeidstida, kan man trygt gå på tur i marka med liten m på fritida (eller i sentrum, om man foretrekker det).",nob,https://sprakradet.no/spraksporsmal-og-svar/marka-eller-marka/
